email	name	phone_Number	major
Kennith.Ostler@duke.edu	Kennith Ostler 	(511) 590-9153	African and African American Studies
Blair.Wagnon@duke.edu	Blair Wagnon 	(510) 451-4890	Art History
Melda.Kinsey@duke.edu	Melda Kinsey 	(510) 941-3453	Asian and Middle Eastern Studies
Tena.Holloway@duke.edu	Tena Holloway 	(510) 676-2550	Biology
Tobias.Duval@duke.edu	Tobias Duval 	(510) 394-4444	Biomedical Engineering*
Tiara.Auer@duke.edu	Tiara Auer 	(499) 183-6876	Biophysics
Jerald.Stumbo@duke.edu	Jerald Stumbo 	(498) 496-4342	Brazilian and Global Portuguese Studies
Marvin.Corlew@duke.edu	Marvin Corlew 	(495) 526-8227	Canadian Studies**
Delana.Winland@duke.edu	Delana Winland 	(494) 618-8077	Chemistry
Siu.Gendreau@duke.edu	Siu Gendreau 	(492) 584-3684	Civil Engineering*
Alexander.Simonton@duke.edu	Alexander Simonton 	(492) 331-8679	Classical Civilization
Cristal.Essex@duke.edu	Cristal Essex 	(491) 540-5590	Classical Languages
Trena.Mcmullan@duke.edu	Trena Mcmullan 	(490) 711-3986	Computer Science
Noel.Mahnke@duke.edu	Noel Mahnke 	(490) 637-8840	Cultural Anthropology
Erica.Whelan@duke.edu	Erica Whelan 	(490) 433-1739	Dance
Kaye.Maus@duke.edu	Kaye Maus 	(490) 346-6366	Earth and Ocean Sciences
Andreas.Byerley@duke.edu	Andreas Byerley 	(489) 136-9501	Economics
Lane.Mcilvain@duke.edu	Lane Mcilvain 	(488) 300-7815	Electrical and Computer Engineering*
Lakeisha.Korhonen@duke.edu	Lakeisha Korhonen 	(487) 260-4583	English
Skye.Peugh@duke.edu	Skye Peugh 	(485) 701-7067	Environmental Engineering*
Wendie.Lappin@duke.edu	Wendie Lappin 	(485) 231-2664	Environmental Sciences
Justina.Yawn@duke.edu	Justina Yawn 	(484) 921-2951	Environmental Sciences and Policy
Veda.Buckley@duke.edu	Veda Buckley 	(481) 836-8099	Evolutionary Anthropology
Rochel.Gerst@duke.edu	Rochel Gerst 	(481) 302-1223	French Studies
Mercedez.Jusino@duke.edu	Mercedez Jusino 	(480) 735-6262	German
Diedre.Wilkinson@duke.edu	Diedre Wilkinson 	(480) 943-8133	Global Cultural Studies
Miesha.Rosales@duke.edu	Miesha Rosales 	(480) 637-5173	Global Health**
Mina.Dunneback@duke.edu	Mina Dunneback 	(478) 999-4801	History
Dierdre.Schweitzer@duke.edu	Dierdre Schweitzer 	(478) 441-5314	Interdepartmental Major
Brandie.Moldenhauer@duke.edu	Brandie Moldenhauer 	(477) 948-9349	International Comparative Studies
Noemi.Pressler@duke.edu	Noemi Pressler 	(477) 457-2364	Italian Studies
Gay.Callanan@duke.edu	Gay Callanan 	(477) 112-1312	Linguistics
Herlinda.Felten@duke.edu	Herlinda Felten 	(476) 586-4370	Mathematics
Mindi.Almquist@duke.edu	Mindi Almquist 	(476) 244-1689	Mechanical Engineering*
Sirena.Devine@duke.edu	Sirena Devine 	(475) 577-8746	Medieval and Renaissance Studies
Dion.Hudec@duke.edu	Dion Hudec 	(475) 415-9017	Music
Terina.Work@duke.edu	Terina Work 	(475) 302-3304	Neuroscience
Darwin.Hannaford@duke.edu	Darwin Hannaford 	(474) 462-2784	Philosophy
Abel.Leventhal@duke.edu	Abel Leventhal 	(474) 434-6077	Physics
Conception.Jalbert@duke.edu	Conception Jalbert 	(472) 376-5405	Political Science
Dori.Dineen@duke.edu	Dori Dineen 	(472) 317-7772	"Program II (self-designed degree, BA or BS)"
Kristyn.Lasko@duke.edu	Kristyn Lasko 	(471) 575-1193	Psychology
Harland.Schweigert@duke.edu	Harland Schweigert 	(471) 530-4211	Public Policy Studies
Cassondra.Burkhead@duke.edu	Cassondra Burkhead 	(471) 318-6334	Religious Studies
Kenton.Cavazos@duke.edu	Kenton Cavazos 	(470) 313-5806	Romance Studies
Ramon.Eldred@duke.edu	Ramon Eldred 	(470) 283-7332	Russian
Venetta.Golub@duke.edu	Venetta Golub 	(470) 765-9005	Slavic and Eurasian Studies
Pa.Roger@duke.edu	Pa Roger 	(470) 539-9583	Sociology
Waneta.Gossage@duke.edu	Waneta Gossage 	(470) 231-6594	"Spanish, Latin American, and Latino/a Studies"
Dawna.Herring@duke.edu	Dawna Herring 	(469) 326-5934	Statistical Science
Brittanie.Severance@duke.edu	Brittanie Severance 	(466) 861-9281	Theater Studies
Sharen.Lacayo@duke.edu	Sharen Lacayo 	(466) 623-3556	Visual Arts
Leoma.Lasater@duke.edu	Leoma Lasater 	(464) 102-9445	Visual and Media Studies
Eric.Fentress@duke.edu	Eric Fentress 	(463) 777-6935	Women's Studies
Rachele.Lowman@duke.edu	Rachele Lowman 	(462) 279-3366	African and African American Studies
Su.Furlow@duke.edu	Su Furlow 	(461) 669-4430	Art History
Cher.Paulus@duke.edu	Cher Paulus 	(457) 243-6023	Asian and Middle Eastern Studies
Jean.Duerr@duke.edu	Jean Duerr 	(456) 657-5267	Biology
Doyle.Raybon@duke.edu	Doyle Raybon 	(455) 964-9372	Biomedical Engineering*
Elfreda.Linz@duke.edu	Elfreda Linz 	(455) 803-1956	Biophysics
Shiloh.Lussier@duke.edu	Shiloh Lussier 	(455) 277-9509	Brazilian and Global Portuguese Studies
Scott.Janowski@duke.edu	Scott Janowski 	(455) 277-4061	Canadian Studies**
Keeley.Cole@duke.edu	Keeley Cole 	(454) 876-8067	Chemistry
Elayne.Howes@duke.edu	Elayne Howes 	(454) 171-4795	Civil Engineering*
Harriette.Donaghy@duke.edu	Harriette Donaghy 	(452) 427-6146	Classical Civilization
Jacquelyn.Bogle@duke.edu	Jacquelyn Bogle 	(451) 801-2253	Classical Languages
Felipe.Eisenbarth@duke.edu	Felipe Eisenbarth 	(451) 558-2732	Computer Science
Hilda.Dieter@duke.edu	Hilda Dieter 	(451) 165-1638	Cultural Anthropology
Elza.Saucier@duke.edu	Elza Saucier 	(451) 393-8929	Dance
Branda.Brueggeman@duke.edu	Branda Brueggeman 	(449) 703-7926	Earth and Ocean Sciences
Enriqueta.Sexton@duke.edu	Enriqueta Sexton 	(449) 600-7765	Economics
Jillian.Pavia@duke.edu	Jillian Pavia 	(449) 548-7739	Electrical and Computer Engineering*
Reiko.Jaffe@duke.edu	Reiko Jaffe 	(449) 309-8104	English
Kendall.Matos@duke.edu	Kendall Matos 	(448) 808-6711	Environmental Engineering*
Elaine.Matus@duke.edu	Elaine Matus 	(448) 651-5365	Environmental Sciences
Lovetta.Stamey@duke.edu	Lovetta Stamey 	(448) 607-7687	Environmental Sciences and Policy
Howard.Branco@duke.edu	Howard Branco 	(447) 516-2563	Evolutionary Anthropology
Particia.Landeros@duke.edu	Particia Landeros 	(447) 291-9527	French Studies
Adena.Shelman@duke.edu	Adena Shelman 	(447) 186-1393	German
Gregory.Niemi@duke.edu	Gregory Niemi 	(446) 989-3293	Global Cultural Studies
Loyce.Oconnor@duke.edu	Loyce Oconnor 	(446) 606-1864	Global Health**
Lakia.Daniell@duke.edu	Lakia Daniell 	(445) 827-9973	History
Gale.Fleener@duke.edu	Gale Fleener 	(445) 583-6292	Interdepartmental Major
Roberto.Derksen@duke.edu	Roberto Derksen 	(445) 361-8555	International Comparative Studies
Jackson.Blazer@duke.edu	Jackson Blazer 	(444) 458-5484	Italian Studies
Marylyn.Lippold@duke.edu	Marylyn Lippold 	(443) 329-5628	Linguistics
Myrta.Kain@duke.edu	Myrta Kain 	(443) 178-1729	Mathematics
Tyra.Brawn@duke.edu	Tyra Brawn 	(440) 558-5687	Mechanical Engineering*
Andree.Alongi@duke.edu	Andree Alongi 	(438) 803-5672	Medieval and Renaissance Studies
Nell.Goldberg@duke.edu	Nell Goldberg 	(437) 989-8825	Music
Marceline.Goe@duke.edu	Marceline Goe 	(436) 762-8638	Neuroscience
Stacia.Husain@duke.edu	Stacia Husain 	(436) 750-8073	Philosophy
Arlie.Bolenbaugh@duke.edu	Arlie Bolenbaugh 	(436) 736-3045	Physics
Christia.Umland@duke.edu	Christia Umland 	(435) 832-5732	Political Science
Becky.Ayer@duke.edu	Becky Ayer 	(434) 633-8353	"Program II (self-designed degree, BA or BS)"
Kendrick.Waterfield@duke.edu	Kendrick Waterfield 	(434) 213-7606	Psychology
Clara.Ordway@duke.edu	Clara Ordway 	(433) 775-5560	Public Policy Studies
Brynn.Veliz@duke.edu	Brynn Veliz 	(433) 365-3007	Religious Studies
Kellee.Guillory@duke.edu	Kellee Guillory 	(431) 498-5456	Romance Studies
Dale.Knebel@duke.edu	Dale Knebel 	(430) 693-8312	Russian
Felisa.Pete@duke.edu	Felisa Pete 	(430) 621-4066	Slavic and Eurasian Studies
Nevada.Kimber@duke.edu	Nevada Kimber 	(430) 643-4040	Sociology
Lakenya.Ord@duke.edu	Lakenya Ord 	(429) 165-4598	"Spanish, Latin American, and Latino/a Studies"
Ashely.Owens@duke.edu	Ashely Owens 	(428) 277-7345	Statistical Science
Ramon.Lige@duke.edu	Ramon Lige 	(427) 143-5010	Theater Studies
Clair.Splawn@duke.edu	Clair Splawn 	(424) 389-5368	Visual Arts
Shelba.Kissell@duke.edu	Shelba Kissell 	(423) 709-8610	Visual and Media Studies
Barbara.Estey@duke.edu	Barbara Estey 	(423) 626-7144	Women's Studies
Oswaldo.Keim@duke.edu	Oswaldo Keim 	(423) 396-8546	African and African American Studies
Synthia.Bhatt@duke.edu	Synthia Bhatt 	(422) 937-2629	Art History
Sheilah.Mone@duke.edu	Sheilah Mone 	(422) 265-3693	Asian and Middle Eastern Studies
Yulanda.Abram@duke.edu	Yulanda Abram 	(420) 168-2798	Biology
Marilynn.Bickett@duke.edu	Marilynn Bickett 	(420) 905-9838	Biomedical Engineering*
Darline.Boyton@duke.edu	Darline Boyton 	(420) 507-4008	Biophysics
Alfonzo.Lopez@duke.edu	Alfonzo Lopez 	(420) 330-5253	Brazilian and Global Portuguese Studies
Carey.Santoyo@duke.edu	Carey Santoyo 	(419) 641-4287	Canadian Studies**
Colton.Gilchrist@duke.edu	Colton Gilchrist 	(418) 836-4579	Chemistry
Ambrose.Homeyer@duke.edu	Ambrose Homeyer 	(418) 484-8633	Civil Engineering*
Isaac.Sharman@duke.edu	Isaac Sharman 	(417) 912-7305	Classical Civilization
Aleisha.Beer@duke.edu	Aleisha Beer 	(417) 557-5123	Classical Languages
Linnie.Blais@duke.edu	Linnie Blais 	(416) 331-4826	Computer Science
Lorriane.Freed@duke.edu	Lorriane Freed 	(416) 263-7084	Cultural Anthropology
Alverta.Fiorito@duke.edu	Alverta Fiorito 	(415) 829-9380	Dance
Marlena.Babb@duke.edu	Marlena Babb 	(413) 884-8777	Earth and Ocean Sciences
Margurite.Klingman@duke.edu	Margurite Klingman 	(413) 697-5274	Economics
Dean.Wittmer@duke.edu	Dean Wittmer 	(410) 882-6543	Electrical and Computer Engineering*
Leighann.Cruickshank@duke.edu	Leighann Cruickshank 	(410) 940-4676	English
Trudy.Borgen@duke.edu	Trudy Borgen 	(410) 731-2505	Environmental Engineering*
Julianna.Wurster@duke.edu	Julianna Wurster 	(397) 938-3081	Environmental Sciences
Dwayne.Seal@duke.edu	Dwayne Seal 	(397) 335-4335	Environmental Sciences and Policy
Jerrold.Vanderhorst@duke.edu	Jerrold Vanderhorst 	(397) 280-2199	Evolutionary Anthropology
Tomi.Maggio@duke.edu	Tomi Maggio 	(397) 165-7716	French Studies
Isreal.Urban@duke.edu	Isreal Urban 	(394) 470-1991	German
Eileen.Chess@duke.edu	Eileen Chess 	(393) 649-1381	Global Cultural Studies
Lauran.Summerville@duke.edu	Lauran Summerville 	(393) 431-2264	Global Health**
Keven.Conlon@duke.edu	Keven Conlon 	(391) 543-3180	History
Sarita.Barto@duke.edu	Sarita Barto 	(390) 331-1098	Interdepartmental Major
Michell.Notaro@duke.edu	Michell Notaro 	(388) 639-9573	International Comparative Studies
Lindsey.Pendergraft@duke.edu	Lindsey Pendergraft 	(388) 210-3256	Italian Studies
Clement.Croston@duke.edu	Clement Croston 	(387) 733-2317	Linguistics
Melissa.Lytton@duke.edu	Melissa Lytton 	(386) 548-9735	Mathematics
Leonarda.Joyal@duke.edu	Leonarda Joyal 	(385) 829-2655	Mechanical Engineering*
Eugenia.Willmon@duke.edu	Eugenia Willmon 	(385) 185-1557	Medieval and Renaissance Studies
Claudine.Ortega@duke.edu	Claudine Ortega 	(384) 728-1522	Music
Adelina.Annunziata@duke.edu	Adelina Annunziata 	(384) 331-4664	Neuroscience
Creola.Deveau@duke.edu	Creola Deveau 	(382) 941-8803	Philosophy
Lowell.Hopple@duke.edu	Lowell Hopple 	(381) 547-1961	Physics
Sheila.Sheley@duke.edu	Sheila Sheley 	(381) 325-4367	Political Science
Rima.Mcnamara@duke.edu	Rima Mcnamara 	(380) 485-6252	"Program II (self-designed degree, BA or BS)"
Grisel.Tomasek@duke.edu	Grisel Tomasek 	(380) 289-5293	Psychology
Nakita.Berrios@duke.edu	Nakita Berrios 	(377) 844-7957	Public Policy Studies
Byron.Leek@duke.edu	Byron Leek 	(375) 534-5376	Religious Studies
Whitley.Mahon@duke.edu	Whitley Mahon 	(375) 186-5162	Romance Studies
Orpha.Kraus@duke.edu	Orpha Kraus 	(374) 614-1462	Russian
Tierra.Givan@duke.edu	Tierra Givan 	(373) 924-7703	Slavic and Eurasian Studies
Nestor.Calvo@duke.edu	Nestor Calvo 	(372) 130-3144	Sociology
Tamela.Winsor@duke.edu	Tamela Winsor 	(370) 821-4493	"Spanish, Latin American, and Latino/a Studies"
Fran.Sylvia@duke.edu	Fran Sylvia 	(370) 799-2342	Statistical Science
Liz.Boniello@duke.edu	Liz Boniello 	(370) 749-3846	Theater Studies
Reggie.Inoue@duke.edu	Reggie Inoue 	(370) 615-6884	Visual Arts
Hae.Underhill@duke.edu	Hae Underhill 	(368) 925-8682	Visual and Media Studies
Collette.Fetzer@duke.edu	Collette Fetzer 	(368) 880-2995	Women's Studies
Alline.Eilers@duke.edu	Alline Eilers 	(368) 766-3622	African and African American Studies
Zenaida.Rehbein@duke.edu	Zenaida Rehbein 	(367) 474-5163	Art History
Earline.Christian@duke.edu	Earline Christian 	(364) 321-6351	Asian and Middle Eastern Studies
Jenelle.Delpino@duke.edu	Jenelle Delpino 	(364) 146-8398	Biology
Velia.Malagon@duke.edu	Velia Malagon 	(363) 711-7564	Biomedical Engineering*
Fabiola.Hartshorn@duke.edu	Fabiola Hartshorn 	(363) 644-5709	Biophysics
Alma.Kirby@duke.edu	Alma Kirby 	(362) 739-7437	Brazilian and Global Portuguese Studies
Kris.Craddock@duke.edu	Kris Craddock 	(362) 919-4529	Canadian Studies**
Rozella.Studebaker@duke.edu	Rozella Studebaker 	(362) 793-5626	Chemistry
China.Chavarin@duke.edu	China Chavarin 	(362) 661-6402	Civil Engineering*
Tyrone.Rozier@duke.edu	Tyrone Rozier 	(359) 709-8406	Classical Civilization
Arletta.Jiang@duke.edu	Arletta Jiang 	(358) 702-8563	Classical Languages
Wendell.Tocco@duke.edu	Wendell Tocco 	(355) 452-6826	Computer Science
Almeda.Holmberg@duke.edu	Almeda Holmberg 	(354) 674-6206	Cultural Anthropology
Lanie.Bald@duke.edu	Lanie Bald 	(354) 512-1222	Dance
Taisha.Pride@duke.edu	Taisha Pride 	(353) 618-8916	Earth and Ocean Sciences
Tameika.Thome@duke.edu	Tameika Thome 	(353) 538-5205	Economics
Anisa.Tatro@duke.edu	Anisa Tatro 	(353) 196-5419	Electrical and Computer Engineering*
Tobias.Jorgenson@duke.edu	Tobias Jorgenson 	(352) 400-5348	English
Shenna.Horne@duke.edu	Shenna Horne 	(352) 266-8948	Environmental Engineering*
Emmie.Stoll@duke.edu	Emmie Stoll 	(351) 530-4674	Environmental Sciences
Josh.Funk@duke.edu	Josh Funk 	(351) 143-2104	Environmental Sciences and Policy
Regena.Conner@duke.edu	Regena Conner 	(351) 538-9528	Evolutionary Anthropology
Luciano.Madonia@duke.edu	Luciano Madonia 	(349) 712-7342	French Studies
Neal.Woodburn@duke.edu	Neal Woodburn 	(348) 423-9064	German
Diane.Fang@duke.edu	Diane Fang 	(348) 245-6712	Global Cultural Studies
Scottie.Poissant@duke.edu	Scottie Poissant 	(347) 278-9990	Global Health**
Carrie.Verdugo@duke.edu	Carrie Verdugo 	(347) 268-3663	History
Alexa.Acquaviva@duke.edu	Alexa Acquaviva 	(346) 796-3400	Interdepartmental Major
Lanell.Glanton@duke.edu	Lanell Glanton 	(346) 142-2700	International Comparative Studies
Bobbye.Leavitt@duke.edu	Bobbye Leavitt 	(344) 885-7242	Italian Studies
Britt.Kwak@duke.edu	Britt Kwak 	(344) 735-5950	Linguistics
Stanford.Hagerty@duke.edu	Stanford Hagerty 	(343) 888-3019	Mathematics
Alden.Golliday@duke.edu	Alden Golliday 	(342) 766-9631	Mechanical Engineering*
Awilda.Tunstall@duke.edu	Awilda Tunstall 	(341) 659-8352	Medieval and Renaissance Studies
Hollis.Rocchio@duke.edu	Hollis Rocchio 	(340) 835-4213	Music
Ariel.Brannon@duke.edu	Ariel Brannon 	(340) 584-8905	Neuroscience
Wayne.Sorrels@duke.edu	Wayne Sorrels 	(340) 705-6521	Philosophy
Lupe.Flansburg@duke.edu	Lupe Flansburg 	(340) 428-4282	Physics
David.Pippins@duke.edu	David Pippins 	(339) 781-5244	Political Science
Helaine.Cleaves@duke.edu	Helaine Cleaves 	(339) 294-6672	"Program II (self-designed degree, BA or BS)"
Annika.Mayberry@duke.edu	Annika Mayberry 	(338) 611-8850	Psychology
Carlie.Bland@duke.edu	Carlie Bland 	(335) 804-5529	Public Policy Studies
Adela.Schartz@duke.edu	Adela Schartz 	(335) 752-6821	Religious Studies
Alix.Bixby@duke.edu	Alix Bixby 	(333) 406-2132	Romance Studies
Markita.Falgoust@duke.edu	Markita Falgoust 	(332) 924-6006	Russian
Margart.Haydon@duke.edu	Margart Haydon 	(331) 587-9270	Slavic and Eurasian Studies
Carlotta.Schweitzer@duke.edu	Carlotta Schweitzer 	(330) 275-4352	Sociology
Ines.Cormier@duke.edu	Ines Cormier 	(330) 224-4629	"Spanish, Latin American, and Latino/a Studies"
Bette.Deherrera@duke.edu	Bette Deherrera 	(328) 722-9892	Statistical Science
Faustino.Delima@duke.edu	Faustino Delima 	(328) 313-1429	Theater Studies
Valeria.Ledoux@duke.edu	Valeria Ledoux 	(328) 141-3970	Visual Arts
Carma.Mccarroll@duke.edu	Carma Mccarroll 	(325) 993-5623	Visual and Media Studies
Janeth.Rufener@duke.edu	Janeth Rufener 	(325) 878-7549	Women's Studies
Elaine.Valenza@duke.edu	Elaine Valenza 	(325) 795-4208	African and African American Studies
Joaquin.Rother@duke.edu	Joaquin Rother 	(325) 279-3586	Art History
Lakendra.Featherston@duke.edu	Lakendra Featherston 	(323) 549-2000	Asian and Middle Eastern Studies
Benedict.Luong@duke.edu	Benedict Luong 	(322) 383-6223	Biology
Margie.Gandy@duke.edu	Margie Gandy 	(322) 108-2005	Biomedical Engineering*
Stephanie.Lauro@duke.edu	Stephanie Lauro 	(321) 687-8857	Biophysics
Homer.Gano@duke.edu	Homer Gano 	(321) 283-3126	Brazilian and Global Portuguese Studies
Cortez.Barfoot@duke.edu	Cortez Barfoot 	(321) 282-6062	Canadian Studies**
Tomi.Neeld@duke.edu	Tomi Neeld 	(321) 216-3293	Chemistry
Shelby.Domino@duke.edu	Shelby Domino 	(320) 951-7682	Civil Engineering*
Meredith.Vanguilder@duke.edu	Meredith Vanguilder 	(320) 730-3703	Classical Civilization
Naomi.Dyke@duke.edu	Naomi Dyke 	(320) 939-3075	Classical Languages
Chloe.Jeanpierre@duke.edu	Chloe Jeanpierre 	(319) 864-7754	Computer Science
Tam.Lawler@duke.edu	Tam Lawler 	(319) 766-4240	Cultural Anthropology
Judy.Shahan@duke.edu	Judy Shahan 	(319) 613-3956	Dance
Georgia.Necessary@duke.edu	Georgia Necessary 	(319) 441-5579	Earth and Ocean Sciences
Antonetta.Mccain@duke.edu	Antonetta Mccain 	(319) 166-8337	Economics
Gertrude.Michie@duke.edu	Gertrude Michie 	(319) 045-5422	Electrical and Computer Engineering*
Michaele.Mineo@duke.edu	Michaele Mineo 	(318) 913-4103	English
Ivette.Gorden@duke.edu	Ivette Gorden 	(318) 871-2528	Environmental Engineering*
Oliver.Gebo@duke.edu	Oliver Gebo 	(316) 844-6860	Environmental Sciences
Elina.Hong@duke.edu	Elina Hong 	(316) 266-7160	Environmental Sciences and Policy
Minda.Banister@duke.edu	Minda Banister 	(315) 769-3857	Evolutionary Anthropology
Shanelle.Dunson@duke.edu	Shanelle Dunson 	(314) 840-3683	French Studies
Milton.Shears@duke.edu	Milton Shears 	(314) 417-3543	German
Winona.Owusu@duke.edu	Winona Owusu 	(310) 218-2249	Global Cultural Studies
Luvenia.Digman@duke.edu	Luvenia Digman 	(310) 943-6117	Global Health**
Hilde.Zamarripa@duke.edu	Hilde Zamarripa 	(310) 916-3285	History
Mireya.Angel@duke.edu	Mireya Angel 	(310) 795-6547	Interdepartmental Major
Ethyl.Dirks@duke.edu	Ethyl Dirks 	(310) 128-2948	International Comparative Studies
Kum.Berke@duke.edu	Kum Berke 	(298) 848-6378	Italian Studies
Diann.Peer@duke.edu	Diann Peer 	(298) 241-8644	Linguistics
Krystin.Tuller@duke.edu	Krystin Tuller 	(298) 112-5023	Mathematics
Louis.Luttrell@duke.edu	Louis Luttrell 	(297) 450-7715	Mechanical Engineering*
Katherina.Dock@duke.edu	Katherina Dock 	(297) 190-6388	Medieval and Renaissance Studies
Malcom.Santerre@duke.edu	Malcom Santerre 	(296) 207-5763	Music
Lashon.Schoepp@duke.edu	Lashon Schoepp 	(294) 849-3669	Neuroscience
Lorena.Hoy@duke.edu	Lorena Hoy 	(294) 183-2900	Philosophy
Shay.Soldner@duke.edu	Shay Soldner 	(293) 974-7136	Physics
Shameka.Breedlove@duke.edu	Shameka Breedlove 	(293) 654-7109	Political Science
Youlanda.Vachon@duke.edu	Youlanda Vachon 	(293) 397-4332	"Program II (self-designed degree, BA or BS)"
Valentina.Mcdermott@duke.edu	Valentina Mcdermott 	(293) 337-6159	Psychology
Tianna.Kinnaird@duke.edu	Tianna Kinnaird 	(293) 162-7618	Public Policy Studies
Tressa.Ursery@duke.edu	Tressa Ursery 	(292) 377-2888	Religious Studies
Jodee.Mangino@duke.edu	Jodee Mangino 	(292) 175-7770	Romance Studies
Robena.Hiett@duke.edu	Robena Hiett 	(290) 533-8878	Russian
Delorse.Kroh@duke.edu	Delorse Kroh 	(290) 627-2113	Slavic and Eurasian Studies
Glayds.Steger@duke.edu	Glayds Steger 	(289) 973-9299	Sociology
Sophia.Corprew@duke.edu	Sophia Corprew 	(289) 466-1040	"Spanish, Latin American, and Latino/a Studies"
Irving.Canales@duke.edu	Irving Canales 	(288) 720-2814	Statistical Science
Gerry.Pappan@duke.edu	Gerry Pappan 	(288) 295-1946	Theater Studies
Laticia.Wilker@duke.edu	Laticia Wilker 	(286) 544-6353	Visual Arts
Nathanael.Richarson@duke.edu	Nathanael Richarson 	(286) 351-2989	Visual and Media Studies
Giselle.Amorim@duke.edu	Giselle Amorim 	(286) 265-4524	Women's Studies
Julietta.Shaughnessy@duke.edu	Julietta Shaughnessy 	(285) 962-7763	African and African American Studies
Amada.Edenfield@duke.edu	Amada Edenfield 	(283) 601-7101	Art History
Gianna.Furlow@duke.edu	Gianna Furlow 	(283) 387-4814	Asian and Middle Eastern Studies
Sari.Trafton@duke.edu	Sari Trafton 	(281) 721-3492	Biology
Sanora.Bulter@duke.edu	Sanora Bulter 	(281) 354-1172	Biomedical Engineering*
Nikki.Jumper@duke.edu	Nikki Jumper 	(280) 998-6519	Biophysics
Ettie.Sommer@duke.edu	Ettie Sommer 	(280) 847-8350	Brazilian and Global Portuguese Studies
Alaine.Mackey@duke.edu	Alaine Mackey 	(280) 583-9050	Canadian Studies**
Linh.Rask@duke.edu	Linh Rask 	(280) 384-7962	Chemistry
Phylis.Shanahan@duke.edu	Phylis Shanahan 	(280) 784-9059	Civil Engineering*
Waneta.Beall@duke.edu	Waneta Beall 	(280) 604-3892	Classical Civilization
Alona.Ardito@duke.edu	Alona Ardito 	(279) 254-8264	Classical Languages
Diedre.Lefever@duke.edu	Diedre Lefever 	(278) 884-8710	Computer Science
Antoine.Kimbro@duke.edu	Antoine Kimbro 	(278) 414-5753	Cultural Anthropology
Dulce.Stlawrence@duke.edu	Dulce Stlawrence 	(277) 424-1150	Dance
Lessie.Hagaman@duke.edu	Lessie Hagaman 	(276) 653-7529	Earth and Ocean Sciences
Lakiesha.Rome@duke.edu	Lakiesha Rome 	(275) 897-7544	Economics
Marcell.Romeo@duke.edu	Marcell Romeo 	(274) 158-8596	Electrical and Computer Engineering*
Magnolia.Cheney@duke.edu	Magnolia Cheney 	(272) 321-7519	English
Abbie.Hagerman@duke.edu	Abbie Hagerman 	(271) 833-9620	Environmental Engineering*
Neomi.Torgrimson@duke.edu	Neomi Torgrimson 	(271) 762-7755	Environmental Sciences
Libbie.Waldron@duke.edu	Libbie Waldron 	(271) 197-8976	Environmental Sciences and Policy
Hue.Dahms@duke.edu	Hue Dahms 	(270) 615-6447	Evolutionary Anthropology
Felicia.Devos@duke.edu	Felicia Devos 	(268) 753-8701	French Studies
Lorette.Bleich@duke.edu	Lorette Bleich 	(268) 493-2413	German
Tyisha.Schulenberg@duke.edu	Tyisha Schulenberg 	(268) 406-8661	Global Cultural Studies
Ellan.Dorado@duke.edu	Ellan Dorado 	(268) 109-5831	Global Health**
Catharine.Moreno@duke.edu	Catharine Moreno 	(267) 393-4144	History
Angella.Navarrete@duke.edu	Angella Navarrete 	(266) 940-8349	Interdepartmental Major
Miguelina.Recker@duke.edu	Miguelina Recker 	(266) 144-6197	International Comparative Studies
Ericka.Chatmon@duke.edu	Ericka Chatmon 	(264) 568-3428	Italian Studies
Santana.Petterson@duke.edu	Santana Petterson 	(264) 460-9930	Linguistics
Issac.Simek@duke.edu	Issac Simek 	(263) 743-7597	Mathematics
Hyo.Goldblatt@duke.edu	Hyo Goldblatt 	(262) 950-4318	Mechanical Engineering*
Mae.Kerby@duke.edu	Mae Kerby 	(261) 290-8818	Medieval and Renaissance Studies
Jodie.Pedroza@duke.edu	Jodie Pedroza 	(261) 955-5246	Music
Dalton.Ruoff@duke.edu	Dalton Ruoff 	(259) 666-6024	Neuroscience
Azalee.Coaxum@duke.edu	Azalee Coaxum 	(258) 941-1183	Philosophy
Walker.Ekberg@duke.edu	Walker Ekberg 	(258) 687-1810	Physics
Guillermina.Guthridge@duke.edu	Guillermina Guthridge 	(254) 878-5425	Political Science
Cara.Baham@duke.edu	Cara Baham 	(252) 775-1142	"Program II (self-designed degree, BA or BS)"
Florida.Pintor@duke.edu	Florida Pintor 	(252) 983-4666	Psychology
Harriette.Swafford@duke.edu	Harriette Swafford 	(252) 704-1311	Public Policy Studies
Sheree.La@duke.edu	Sheree La 	(249) 734-6239	Religious Studies
Barbra.Stiles@duke.edu	Barbra Stiles 	(249) 413-1273	Romance Studies
Winston.Abbott@duke.edu	Winston Abbott 	(248) 976-2798	Russian
Landon.Getman@duke.edu	Landon Getman 	(248) 954-1790	Slavic and Eurasian Studies
Jerry.Latz@duke.edu	Jerry Latz 	(248) 584-9332	Sociology
Marylyn.Petrovich@duke.edu	Marylyn Petrovich 	(247) 953-3363	"Spanish, Latin American, and Latino/a Studies"
Amada.Persaud@duke.edu	Amada Persaud 	(247) 643-7023	Statistical Science
Tu.Pastor@duke.edu	Tu Pastor 	(247) 259-2473	Theater Studies
Gerard.Claeys@duke.edu	Gerard Claeys 	(246) 277-4400	Visual Arts
Tatiana.Hollabaugh@duke.edu	Tatiana Hollabaugh 	(245) 891-8332	Visual and Media Studies
