email,name,phone_Number,major
Leisha.Tullis@duke.edu,Leisha Tullis Ê,(528) 740-9066,Global Health**
Soon.Kennell@duke.edu,Soon Kennell Ê,(528) 695-3075,History
Ozell.Gillison@duke.edu,Ozell Gillison Ê,(527) 176-1022,Interdepartmental Major
Cristie.Bello@duke.edu,Cristie Bello Ê,(526) 420-1853,International Comparative Studies
Aida.Silverberg@duke.edu,Aida Silverberg Ê,(524) 527-7201,Italian Studies
Leana.Gassett@duke.edu,Leana Gassett Ê,(524) 350-2903,Linguistics
Rhea.Beech@duke.edu,Rhea Beech Ê,(522) 449-2467,Mathematics
Vennie.Barnwell@duke.edu,Vennie Barnwell Ê,(522) 183-3478,Mechanical Engineering*
Doug.Atwater@duke.edu,Doug Atwater Ê,(522) 161-1758,Medieval and Renaissance Studies
Marion.Simek@duke.edu,Marion Simek Ê,(520) 892-1865,Music
Gwyneth.Doles@duke.edu,Gwyneth Doles Ê,(520) 817-6480,Neuroscience
Caroll.Bankston@duke.edu,Caroll Bankston Ê,(520) 736-6937,Philosophy
Maragaret.Pardee@duke.edu,Maragaret Pardee Ê,(520) 499-3470,Physics
Margarett.Wasmund@duke.edu,Margarett Wasmund Ê,(520) 421-8043,Political Science
Hayden.Gines@duke.edu,Hayden Gines Ê,(519) 943-6072,Program II (self-designed degree/ BA or BS)
Deloras.Modisette@duke.edu,Deloras Modisette Ê,(519) 748-7454,Psychology
Dung.Mcconville@duke.edu,Dung Mcconville Ê,(519) 550-4786,Public Policy Studies
Isabell.Heap@duke.edu,Isabell Heap Ê,(519) 184-1386,Religious Studies
Alease.Pekar@duke.edu,Alease Pekar Ê,(519) 170-5555,Romance Studies
Parker.Mccabe@duke.edu,Parker Mccabe Ê,(518) 852-3817,Russian
Delorse.Hindle@duke.edu,Delorse Hindle Ê,(516) 176-6667,Slavic and Eurasian Studies
Salome.Remus@duke.edu,Salome Remus Ê,(516) 172-4416,Sociology
Margy.Thiele@duke.edu,Margy Thiele Ê,(515) 961-3507,Spanish/ Latin American/ and Latino/a Studies
Beatriz.Gilkes@duke.edu,Beatriz Gilkes Ê,(515) 788-8339,Statistical Science
Laurinda.Louden@duke.edu,Laurinda Louden Ê,(515) 674-3088,Theater Studies
Micah.Maust@duke.edu,Micah Maust Ê,(514) 287-6632,Visual Arts
Marquitta.Knowles@duke.edu,Marquitta Knowles Ê,(513) 535-2336,Visual and Media Studies
Rosa.Gentry@duke.edu,Rosa Gentry Ê,(512) 156-9049,Women's Studies
Kennith.Ostler@duke.edu,Kennith Ostler Ê,(511) 590-9153,African and African American Studies
Blair.Wagnon@duke.edu,Blair Wagnon Ê,(510) 451-4890,Art History
Melda.Kinsey@duke.edu,Melda Kinsey Ê,(510) 941-3453,Asian and Middle Eastern Studies
Tena.Holloway@duke.edu,Tena Holloway Ê,(510) 676-2550,Biology
Tobias.Duval@duke.edu,Tobias Duval Ê,(510) 394-4444,Biomedical Engineering*
Tiara.Auer@duke.edu,Tiara Auer Ê,(499) 183-6876,Biophysics
Jerald.Stumbo@duke.edu,Jerald Stumbo Ê,(498) 496-4342,Brazilian and Global Portuguese Studies
Marvin.Corlew@duke.edu,Marvin Corlew Ê,(495) 526-8227,Canadian Studies**
Delana.Winland@duke.edu,Delana Winland Ê,(494) 618-8077,Chemistry
Siu.Gendreau@duke.edu,Siu Gendreau Ê,(492) 584-3684,Civil Engineering*
Alexander.Simonton@duke.edu,Alexander Simonton Ê,(492) 331-8679,Classical Civilization
Cristal.Essex@duke.edu,Cristal Essex Ê,(491) 540-5590,Classical Languages
Trena.Mcmullan@duke.edu,Trena Mcmullan Ê,(490) 711-3986,Computer Science
Noel.Mahnke@duke.edu,Noel Mahnke Ê,(490) 637-8840,Cultural Anthropology
Erica.Whelan@duke.edu,Erica Whelan Ê,(490) 433-1739,Dance
Kaye.Maus@duke.edu,Kaye Maus Ê,(490) 346-6366,Earth and Ocean Sciences
Andreas.Byerley@duke.edu,Andreas Byerley Ê,(489) 136-9501,Economics
Lane.Mcilvain@duke.edu,Lane Mcilvain Ê,(488) 300-7815,Electrical and Computer Engineering*
Lakeisha.Korhonen@duke.edu,Lakeisha Korhonen Ê,(487) 260-4583,English
Skye.Peugh@duke.edu,Skye Peugh Ê,(485) 701-7067,Environmental Engineering*
Wendie.Lappin@duke.edu,Wendie Lappin Ê,(485) 231-2664,Environmental Sciences
Justina.Yawn@duke.edu,Justina Yawn Ê,(484) 921-2951,Environmental Sciences and Policy
Veda.Buckley@duke.edu,Veda Buckley Ê,(481) 836-8099,Evolutionary Anthropology
Rochel.Gerst@duke.edu,Rochel Gerst Ê,(481) 302-1223,French Studies
Mercedez.Jusino@duke.edu,Mercedez Jusino Ê,(480) 735-6262,German
Diedre.Wilkinson@duke.edu,Diedre Wilkinson Ê,(480) 943-8133,Global Cultural Studies
Miesha.Rosales@duke.edu,Miesha Rosales Ê,(480) 637-5173,Global Health**
Mina.Dunneback@duke.edu,Mina Dunneback Ê,(478) 999-4801,History
Dierdre.Schweitzer@duke.edu,Dierdre Schweitzer Ê,(478) 441-5314,Interdepartmental Major
Brandie.Moldenhauer@duke.edu,Brandie Moldenhauer Ê,(477) 948-9349,International Comparative Studies
Noemi.Pressler@duke.edu,Noemi Pressler Ê,(477) 457-2364,Italian Studies
Gay.Callanan@duke.edu,Gay Callanan Ê,(477) 112-1312,Linguistics
Herlinda.Felten@duke.edu,Herlinda Felten Ê,(476) 586-4370,Mathematics
Mindi.Almquist@duke.edu,Mindi Almquist Ê,(476) 244-1689,Mechanical Engineering*
Sirena.Devine@duke.edu,Sirena Devine Ê,(475) 577-8746,Medieval and Renaissance Studies
Dion.Hudec@duke.edu,Dion Hudec Ê,(475) 415-9017,Music
Terina.Work@duke.edu,Terina Work Ê,(475) 302-3304,Neuroscience
Darwin.Hannaford@duke.edu,Darwin Hannaford Ê,(474) 462-2784,Philosophy
Abel.Leventhal@duke.edu,Abel Leventhal Ê,(474) 434-6077,Physics
Conception.Jalbert@duke.edu,Conception Jalbert Ê,(472) 376-5405,Political Science
Dori.Dineen@duke.edu,Dori Dineen Ê,(472) 317-7772,Program II (self-designed degree/ BA or BS)
Kristyn.Lasko@duke.edu,Kristyn Lasko Ê,(471) 575-1193,Psychology
Harland.Schweigert@duke.edu,Harland Schweigert Ê,(471) 530-4211,Public Policy Studies
Cassondra.Burkhead@duke.edu,Cassondra Burkhead Ê,(471) 318-6334,Religious Studies
Kenton.Cavazos@duke.edu,Kenton Cavazos Ê,(470) 313-5806,Romance Studies
Ramon.Eldred@duke.edu,Ramon Eldred Ê,(470) 283-7332,Russian
Venetta.Golub@duke.edu,Venetta Golub Ê,(470) 765-9005,Slavic and Eurasian Studies
Pa.Roger@duke.edu,Pa Roger Ê,(470) 539-9583,Sociology
Waneta.Gossage@duke.edu,Waneta Gossage Ê,(470) 231-6594,Spanish/ Latin American/ and Latino/a Studies
Dawna.Herring@duke.edu,Dawna Herring Ê,(469) 326-5934,Statistical Science
Brittanie.Severance@duke.edu,Brittanie Severance Ê,(466) 861-9281,Theater Studies
Sharen.Lacayo@duke.edu,Sharen Lacayo Ê,(466) 623-3556,Visual Arts
Leoma.Lasater@duke.edu,Leoma Lasater Ê,(464) 102-9445,Visual and Media Studies
Eric.Fentress@duke.edu,Eric Fentress Ê,(463) 777-6935,Women's Studies
Rachele.Lowman@duke.edu,Rachele Lowman Ê,(462) 279-3366,African and African American Studies
Su.Furlow@duke.edu,Su Furlow Ê,(461) 669-4430,Art History
Cher.Paulus@duke.edu,Cher Paulus Ê,(457) 243-6023,Asian and Middle Eastern Studies
Jean.Duerr@duke.edu,Jean Duerr Ê,(456) 657-5267,Biology
Doyle.Raybon@duke.edu,Doyle Raybon Ê,(455) 964-9372,Biomedical Engineering*
Elfreda.Linz@duke.edu,Elfreda Linz Ê,(455) 803-1956,Biophysics
Shiloh.Lussier@duke.edu,Shiloh Lussier Ê,(455) 277-9509,Brazilian and Global Portuguese Studies
Scott.Janowski@duke.edu,Scott Janowski Ê,(455) 277-4061,Canadian Studies**
Keeley.Cole@duke.edu,Keeley Cole Ê,(454) 876-8067,Chemistry
Elayne.Howes@duke.edu,Elayne Howes Ê,(454) 171-4795,Civil Engineering*
Harriette.Donaghy@duke.edu,Harriette Donaghy Ê,(452) 427-6146,Classical Civilization
Jacquelyn.Bogle@duke.edu,Jacquelyn Bogle Ê,(451) 801-2253,Classical Languages
Felipe.Eisenbarth@duke.edu,Felipe Eisenbarth Ê,(451) 558-2732,Computer Science
Hilda.Dieter@duke.edu,Hilda Dieter Ê,(451) 165-1638,Cultural Anthropology
Elza.Saucier@duke.edu,Elza Saucier Ê,(451) 393-8929,Dance
Branda.Brueggeman@duke.edu,Branda Brueggeman Ê,(449) 703-7926,Earth and Ocean Sciences
Enriqueta.Sexton@duke.edu,Enriqueta Sexton Ê,(449) 600-7765,Economics
Jillian.Pavia@duke.edu,Jillian Pavia Ê,(449) 548-7739,Electrical and Computer Engineering*
Reiko.Jaffe@duke.edu,Reiko Jaffe Ê,(449) 309-8104,English
Kendall.Matos@duke.edu,Kendall Matos Ê,(448) 808-6711,Environmental Engineering*
Elaine.Matus@duke.edu,Elaine Matus Ê,(448) 651-5365,Environmental Sciences
Lovetta.Stamey@duke.edu,Lovetta Stamey Ê,(448) 607-7687,Environmental Sciences and Policy
Howard.Branco@duke.edu,Howard Branco Ê,(447) 516-2563,Evolutionary Anthropology
Particia.Landeros@duke.edu,Particia Landeros Ê,(447) 291-9527,French Studies
Adena.Shelman@duke.edu,Adena Shelman Ê,(447) 186-1393,German
Gregory.Niemi@duke.edu,Gregory Niemi Ê,(446) 989-3293,Global Cultural Studies
Loyce.Oconnor@duke.edu,Loyce Oconnor Ê,(446) 606-1864,Global Health**
Lakia.Daniell@duke.edu,Lakia Daniell Ê,(445) 827-9973,History
Gale.Fleener@duke.edu,Gale Fleener Ê,(445) 583-6292,Interdepartmental Major
Roberto.Derksen@duke.edu,Roberto Derksen Ê,(445) 361-8555,International Comparative Studies
Jackson.Blazer@duke.edu,Jackson Blazer Ê,(444) 458-5484,Italian Studies
Marylyn.Lippold@duke.edu,Marylyn Lippold Ê,(443) 329-5628,Linguistics
Myrta.Kain@duke.edu,Myrta Kain Ê,(443) 178-1729,Mathematics
Tyra.Brawn@duke.edu,Tyra Brawn Ê,(440) 558-5687,Mechanical Engineering*
Andree.Alongi@duke.edu,Andree Alongi Ê,(438) 803-5672,Medieval and Renaissance Studies
Nell.Goldberg@duke.edu,Nell Goldberg Ê,(437) 989-8825,Music
Marceline.Goe@duke.edu,Marceline Goe Ê,(436) 762-8638,Neuroscience
Stacia.Husain@duke.edu,Stacia Husain Ê,(436) 750-8073,Philosophy
Arlie.Bolenbaugh@duke.edu,Arlie Bolenbaugh Ê,(436) 736-3045,Physics
Christia.Umland@duke.edu,Christia Umland Ê,(435) 832-5732,Political Science
Becky.Ayer@duke.edu,Becky Ayer Ê,(434) 633-8353,Program II (self-designed degree/ BA or BS)
Kendrick.Waterfield@duke.edu,Kendrick Waterfield Ê,(434) 213-7606,Psychology
Clara.Ordway@duke.edu,Clara Ordway Ê,(433) 775-5560,Public Policy Studies
Brynn.Veliz@duke.edu,Brynn Veliz Ê,(433) 365-3007,Religious Studies
Kellee.Guillory@duke.edu,Kellee Guillory Ê,(431) 498-5456,Romance Studies
Dale.Knebel@duke.edu,Dale Knebel Ê,(430) 693-8312,Russian
Felisa.Pete@duke.edu,Felisa Pete Ê,(430) 621-4066,Slavic and Eurasian Studies
Nevada.Kimber@duke.edu,Nevada Kimber Ê,(430) 643-4040,Sociology
Lakenya.Ord@duke.edu,Lakenya Ord Ê,(429) 165-4598,Spanish/ Latin American/ and Latino/a Studies
Ashely.Owens@duke.edu,Ashely Owens Ê,(428) 277-7345,Statistical Science
Ramon.Lige@duke.edu,Ramon Lige Ê,(427) 143-5010,Theater Studies
Clair.Splawn@duke.edu,Clair Splawn Ê,(424) 389-5368,Visual Arts
Shelba.Kissell@duke.edu,Shelba Kissell Ê,(423) 709-8610,Visual and Media Studies
Barbara.Estey@duke.edu,Barbara Estey Ê,(423) 626-7144,Women's Studies
Oswaldo.Keim@duke.edu,Oswaldo Keim Ê,(423) 396-8546,African and African American Studies
Synthia.Bhatt@duke.edu,Synthia Bhatt Ê,(422) 937-2629,Art History
Sheilah.Mone@duke.edu,Sheilah Mone Ê,(422) 265-3693,Asian and Middle Eastern Studies
Yulanda.Abram@duke.edu,Yulanda Abram Ê,(420) 168-2798,Biology
Marilynn.Bickett@duke.edu,Marilynn Bickett Ê,(420) 905-9838,Biomedical Engineering*
Darline.Boyton@duke.edu,Darline Boyton Ê,(420) 507-4008,Biophysics
Alfonzo.Lopez@duke.edu,Alfonzo Lopez Ê,(420) 330-5253,Brazilian and Global Portuguese Studies
Carey.Santoyo@duke.edu,Carey Santoyo Ê,(419) 641-4287,Canadian Studies**
Colton.Gilchrist@duke.edu,Colton Gilchrist Ê,(418) 836-4579,Chemistry
Ambrose.Homeyer@duke.edu,Ambrose Homeyer Ê,(418) 484-8633,Civil Engineering*
Isaac.Sharman@duke.edu,Isaac Sharman Ê,(417) 912-7305,Classical Civilization
Aleisha.Beer@duke.edu,Aleisha Beer Ê,(417) 557-5123,Classical Languages
Linnie.Blais@duke.edu,Linnie Blais Ê,(416) 331-4826,Computer Science
Lorriane.Freed@duke.edu,Lorriane Freed Ê,(416) 263-7084,Cultural Anthropology
Alverta.Fiorito@duke.edu,Alverta Fiorito Ê,(415) 829-9380,Dance
Marlena.Babb@duke.edu,Marlena Babb Ê,(413) 884-8777,Earth and Ocean Sciences
Margurite.Klingman@duke.edu,Margurite Klingman Ê,(413) 697-5274,Economics
Dean.Wittmer@duke.edu,Dean Wittmer Ê,(410) 882-6543,Electrical and Computer Engineering*
Leighann.Cruickshank@duke.edu,Leighann Cruickshank Ê,(410) 940-4676,English
Trudy.Borgen@duke.edu,Trudy Borgen Ê,(410) 731-2505,Environmental Engineering*
Julianna.Wurster@duke.edu,Julianna Wurster Ê,(397) 938-3081,Environmental Sciences
Dwayne.Seal@duke.edu,Dwayne Seal Ê,(397) 335-4335,Environmental Sciences and Policy
Jerrold.Vanderhorst@duke.edu,Jerrold Vanderhorst Ê,(397) 280-2199,Evolutionary Anthropology
Tomi.Maggio@duke.edu,Tomi Maggio Ê,(397) 165-7716,French Studies
Isreal.Urban@duke.edu,Isreal Urban Ê,(394) 470-1991,German
Eileen.Chess@duke.edu,Eileen Chess Ê,(393) 649-1381,Global Cultural Studies
Lauran.Summerville@duke.edu,Lauran Summerville Ê,(393) 431-2264,Global Health**
Keven.Conlon@duke.edu,Keven Conlon Ê,(391) 543-3180,History
Sarita.Barto@duke.edu,Sarita Barto Ê,(390) 331-1098,Interdepartmental Major
Michell.Notaro@duke.edu,Michell Notaro Ê,(388) 639-9573,International Comparative Studies
Lindsey.Pendergraft@duke.edu,Lindsey Pendergraft Ê,(388) 210-3256,Italian Studies
Clement.Croston@duke.edu,Clement Croston Ê,(387) 733-2317,Linguistics
Melissa.Lytton@duke.edu,Melissa Lytton Ê,(386) 548-9735,Mathematics
Leonarda.Joyal@duke.edu,Leonarda Joyal Ê,(385) 829-2655,Mechanical Engineering*
Eugenia.Willmon@duke.edu,Eugenia Willmon Ê,(385) 185-1557,Medieval and Renaissance Studies
Claudine.Ortega@duke.edu,Claudine Ortega Ê,(384) 728-1522,Music
Adelina.Annunziata@duke.edu,Adelina Annunziata Ê,(384) 331-4664,Neuroscience
Creola.Deveau@duke.edu,Creola Deveau Ê,(382) 941-8803,Philosophy
Lowell.Hopple@duke.edu,Lowell Hopple Ê,(381) 547-1961,Physics
Sheila.Sheley@duke.edu,Sheila Sheley Ê,(381) 325-4367,Political Science
Rima.Mcnamara@duke.edu,Rima Mcnamara Ê,(380) 485-6252,Program II (self-designed degree/ BA or BS)
Grisel.Tomasek@duke.edu,Grisel Tomasek Ê,(380) 289-5293,Psychology
Nakita.Berrios@duke.edu,Nakita Berrios Ê,(377) 844-7957,Public Policy Studies
Byron.Leek@duke.edu,Byron Leek Ê,(375) 534-5376,Religious Studies
Whitley.Mahon@duke.edu,Whitley Mahon Ê,(375) 186-5162,Romance Studies
Orpha.Kraus@duke.edu,Orpha Kraus Ê,(374) 614-1462,Russian
Tierra.Givan@duke.edu,Tierra Givan Ê,(373) 924-7703,Slavic and Eurasian Studies
Nestor.Calvo@duke.edu,Nestor Calvo Ê,(372) 130-3144,Sociology
Tamela.Winsor@duke.edu,Tamela Winsor Ê,(370) 821-4493,Spanish/ Latin American/ and Latino/a Studies
Fran.Sylvia@duke.edu,Fran Sylvia Ê,(370) 799-2342,Statistical Science
Liz.Boniello@duke.edu,Liz Boniello Ê,(370) 749-3846,Theater Studies
Reggie.Inoue@duke.edu,Reggie Inoue Ê,(370) 615-6884,Visual Arts
Hae.Underhill@duke.edu,Hae Underhill Ê,(368) 925-8682,Visual and Media Studies
Collette.Fetzer@duke.edu,Collette Fetzer Ê,(368) 880-2995,Women's Studies
Alline.Eilers@duke.edu,Alline Eilers Ê,(368) 766-3622,African and African American Studies
Zenaida.Rehbein@duke.edu,Zenaida Rehbein Ê,(367) 474-5163,Art History
Earline.Christian@duke.edu,Earline Christian Ê,(364) 321-6351,Asian and Middle Eastern Studies
Jenelle.Delpino@duke.edu,Jenelle Delpino Ê,(364) 146-8398,Biology
Velia.Malagon@duke.edu,Velia Malagon Ê,(363) 711-7564,Biomedical Engineering*
Fabiola.Hartshorn@duke.edu,Fabiola Hartshorn Ê,(363) 644-5709,Biophysics
Alma.Kirby@duke.edu,Alma Kirby Ê,(362) 739-7437,Brazilian and Global Portuguese Studies
Kris.Craddock@duke.edu,Kris Craddock Ê,(362) 919-4529,Canadian Studies**
Rozella.Studebaker@duke.edu,Rozella Studebaker Ê,(362) 793-5626,Chemistry
China.Chavarin@duke.edu,China Chavarin Ê,(362) 661-6402,Civil Engineering*
Tyrone.Rozier@duke.edu,Tyrone Rozier Ê,(359) 709-8406,Classical Civilization
Arletta.Jiang@duke.edu,Arletta Jiang Ê,(358) 702-8563,Classical Languages
Wendell.Tocco@duke.edu,Wendell Tocco Ê,(355) 452-6826,Computer Science
Almeda.Holmberg@duke.edu,Almeda Holmberg Ê,(354) 674-6206,Cultural Anthropology
Lanie.Bald@duke.edu,Lanie Bald Ê,(354) 512-1222,Dance
Taisha.Pride@duke.edu,Taisha Pride Ê,(353) 618-8916,Earth and Ocean Sciences
Tameika.Thome@duke.edu,Tameika Thome Ê,(353) 538-5205,Economics
Anisa.Tatro@duke.edu,Anisa Tatro Ê,(353) 196-5419,Electrical and Computer Engineering*
Tobias.Jorgenson@duke.edu,Tobias Jorgenson Ê,(352) 400-5348,English
Shenna.Horne@duke.edu,Shenna Horne Ê,(352) 266-8948,Environmental Engineering*
Emmie.Stoll@duke.edu,Emmie Stoll Ê,(351) 530-4674,Environmental Sciences
Josh.Funk@duke.edu,Josh Funk Ê,(351) 143-2104,Environmental Sciences and Policy
Regena.Conner@duke.edu,Regena Conner Ê,(351) 538-9528,Evolutionary Anthropology
Luciano.Madonia@duke.edu,Luciano Madonia Ê,(349) 712-7342,French Studies
Neal.Woodburn@duke.edu,Neal Woodburn Ê,(348) 423-9064,German
Diane.Fang@duke.edu,Diane Fang Ê,(348) 245-6712,Global Cultural Studies
Scottie.Poissant@duke.edu,Scottie Poissant Ê,(347) 278-9990,Global Health**
Carrie.Verdugo@duke.edu,Carrie Verdugo Ê,(347) 268-3663,History
Alexa.Acquaviva@duke.edu,Alexa Acquaviva Ê,(346) 796-3400,Interdepartmental Major
Lanell.Glanton@duke.edu,Lanell Glanton Ê,(346) 142-2700,International Comparative Studies
Bobbye.Leavitt@duke.edu,Bobbye Leavitt Ê,(344) 885-7242,Italian Studies
Britt.Kwak@duke.edu,Britt Kwak Ê,(344) 735-5950,Linguistics
Stanford.Hagerty@duke.edu,Stanford Hagerty Ê,(343) 888-3019,Mathematics
Alden.Golliday@duke.edu,Alden Golliday Ê,(342) 766-9631,Mechanical Engineering*
Awilda.Tunstall@duke.edu,Awilda Tunstall Ê,(341) 659-8352,Medieval and Renaissance Studies
Hollis.Rocchio@duke.edu,Hollis Rocchio Ê,(340) 835-4213,Music
Ariel.Brannon@duke.edu,Ariel Brannon Ê,(340) 584-8905,Neuroscience
Wayne.Sorrels@duke.edu,Wayne Sorrels Ê,(340) 705-6521,Philosophy
Lupe.Flansburg@duke.edu,Lupe Flansburg Ê,(340) 428-4282,Physics
David.Pippins@duke.edu,David Pippins Ê,(339) 781-5244,Political Science
Helaine.Cleaves@duke.edu,Helaine Cleaves Ê,(339) 294-6672,Program II (self-designed degree/ BA or BS)
Annika.Mayberry@duke.edu,Annika Mayberry Ê,(338) 611-8850,Psychology
Carlie.Bland@duke.edu,Carlie Bland Ê,(335) 804-5529,Public Policy Studies
Adela.Schartz@duke.edu,Adela Schartz Ê,(335) 752-6821,Religious Studies
Alix.Bixby@duke.edu,Alix Bixby Ê,(333) 406-2132,Romance Studies
Markita.Falgoust@duke.edu,Markita Falgoust Ê,(332) 924-6006,Russian
Margart.Haydon@duke.edu,Margart Haydon Ê,(331) 587-9270,Slavic and Eurasian Studies
Carlotta.Schweitzer@duke.edu,Carlotta Schweitzer Ê,(330) 275-4352,Sociology
Ines.Cormier@duke.edu,Ines Cormier Ê,(330) 224-4629,Spanish/ Latin American/ and Latino/a Studies
Bette.Deherrera@duke.edu,Bette Deherrera Ê,(328) 722-9892,Statistical Science
Faustino.Delima@duke.edu,Faustino Delima Ê,(328) 313-1429,Theater Studies
Valeria.Ledoux@duke.edu,Valeria Ledoux Ê,(328) 141-3970,Visual Arts
Carma.Mccarroll@duke.edu,Carma Mccarroll Ê,(325) 993-5623,Visual and Media Studies
Janeth.Rufener@duke.edu,Janeth Rufener Ê,(325) 878-7549,Women's Studies
Elaine.Valenza@duke.edu,Elaine Valenza Ê,(325) 795-4208,African and African American Studies
Joaquin.Rother@duke.edu,Joaquin Rother Ê,(325) 279-3586,Art History
Lakendra.Featherston@duke.edu,Lakendra Featherston Ê,(323) 549-2000,Asian and Middle Eastern Studies
Benedict.Luong@duke.edu,Benedict Luong Ê,(322) 383-6223,Biology
Margie.Gandy@duke.edu,Margie Gandy Ê,(322) 108-2005,Biomedical Engineering*
Stephanie.Lauro@duke.edu,Stephanie Lauro Ê,(321) 687-8857,Biophysics
Homer.Gano@duke.edu,Homer Gano Ê,(321) 283-3126,Brazilian and Global Portuguese Studies
Cortez.Barfoot@duke.edu,Cortez Barfoot Ê,(321) 282-6062,Canadian Studies**
Tomi.Neeld@duke.edu,Tomi Neeld Ê,(321) 216-3293,Chemistry
Shelby.Domino@duke.edu,Shelby Domino Ê,(320) 951-7682,Civil Engineering*
Meredith.Vanguilder@duke.edu,Meredith Vanguilder Ê,(320) 730-3703,Classical Civilization
Naomi.Dyke@duke.edu,Naomi Dyke Ê,(320) 939-3075,Classical Languages
Chloe.Jeanpierre@duke.edu,Chloe Jeanpierre Ê,(319) 864-7754,Computer Science
Tam.Lawler@duke.edu,Tam Lawler Ê,(319) 766-4240,Cultural Anthropology
Judy.Shahan@duke.edu,Judy Shahan Ê,(319) 613-3956,Dance
Georgia.Necessary@duke.edu,Georgia Necessary Ê,(319) 441-5579,Earth and Ocean Sciences
Antonetta.Mccain@duke.edu,Antonetta Mccain Ê,(319) 166-8337,Economics
Gertrude.Michie@duke.edu,Gertrude Michie Ê,(319) 045-5422,Electrical and Computer Engineering*
Michaele.Mineo@duke.edu,Michaele Mineo Ê,(318) 913-4103,English
Ivette.Gorden@duke.edu,Ivette Gorden Ê,(318) 871-2528,Environmental Engineering*
Oliver.Gebo@duke.edu,Oliver Gebo Ê,(316) 844-6860,Environmental Sciences
Elina.Hong@duke.edu,Elina Hong Ê,(316) 266-7160,Environmental Sciences and Policy
Minda.Banister@duke.edu,Minda Banister Ê,(315) 769-3857,Evolutionary Anthropology
Shanelle.Dunson@duke.edu,Shanelle Dunson Ê,(314) 840-3683,French Studies
Milton.Shears@duke.edu,Milton Shears Ê,(314) 417-3543,German
Winona.Owusu@duke.edu,Winona Owusu Ê,(310) 218-2249,Global Cultural Studies
Luvenia.Digman@duke.edu,Luvenia Digman Ê,(310) 943-6117,Global Health**
Hilde.Zamarripa@duke.edu,Hilde Zamarripa Ê,(310) 916-3285,History
Mireya.Angel@duke.edu,Mireya Angel Ê,(310) 795-6547,Interdepartmental Major
Ethyl.Dirks@duke.edu,Ethyl Dirks Ê,(310) 128-2948,International Comparative Studies
Kum.Berke@duke.edu,Kum Berke Ê,(298) 848-6378,Italian Studies
Diann.Peer@duke.edu,Diann Peer Ê,(298) 241-8644,Linguistics
Krystin.Tuller@duke.edu,Krystin Tuller Ê,(298) 112-5023,Mathematics
Louis.Luttrell@duke.edu,Louis Luttrell Ê,(297) 450-7715,Mechanical Engineering*
Katherina.Dock@duke.edu,Katherina Dock Ê,(297) 190-6388,Medieval and Renaissance Studies
Malcom.Santerre@duke.edu,Malcom Santerre Ê,(296) 207-5763,Music
Lashon.Schoepp@duke.edu,Lashon Schoepp Ê,(294) 849-3669,Neuroscience
Lorena.Hoy@duke.edu,Lorena Hoy Ê,(294) 183-2900,Philosophy
Shay.Soldner@duke.edu,Shay Soldner Ê,(293) 974-7136,Physics
Shameka.Breedlove@duke.edu,Shameka Breedlove Ê,(293) 654-7109,Political Science
Youlanda.Vachon@duke.edu,Youlanda Vachon Ê,(293) 397-4332,Program II (self-designed degree/ BA or BS)
Valentina.Mcdermott@duke.edu,Valentina Mcdermott Ê,(293) 337-6159,Psychology
Tianna.Kinnaird@duke.edu,Tianna Kinnaird Ê,(293) 162-7618,Public Policy Studies
Tressa.Ursery@duke.edu,Tressa Ursery Ê,(292) 377-2888,Religious Studies
Jodee.Mangino@duke.edu,Jodee Mangino Ê,(292) 175-7770,Romance Studies
Robena.Hiett@duke.edu,Robena Hiett Ê,(290) 533-8878,Russian
Delorse.Kroh@duke.edu,Delorse Kroh Ê,(290) 627-2113,Slavic and Eurasian Studies
Glayds.Steger@duke.edu,Glayds Steger Ê,(289) 973-9299,Sociology
Sophia.Corprew@duke.edu,Sophia Corprew Ê,(289) 466-1040,Spanish/ Latin American/ and Latino/a Studies
Irving.Canales@duke.edu,Irving Canales Ê,(288) 720-2814,Statistical Science
Gerry.Pappan@duke.edu,Gerry Pappan Ê,(288) 295-1946,Theater Studies
Laticia.Wilker@duke.edu,Laticia Wilker Ê,(286) 544-6353,Visual Arts
Nathanael.Richarson@duke.edu,Nathanael Richarson Ê,(286) 351-2989,Visual and Media Studies
Giselle.Amorim@duke.edu,Giselle Amorim Ê,(286) 265-4524,Women's Studies
Julietta.Shaughnessy@duke.edu,Julietta Shaughnessy Ê,(285) 962-7763,African and African American Studies
Amada.Edenfield@duke.edu,Amada Edenfield Ê,(283) 601-7101,Art History
Gianna.Furlow@duke.edu,Gianna Furlow Ê,(283) 387-4814,Asian and Middle Eastern Studies
Sari.Trafton@duke.edu,Sari Trafton Ê,(281) 721-3492,Biology
Sanora.Bulter@duke.edu,Sanora Bulter Ê,(281) 354-1172,Biomedical Engineering*
Nikki.Jumper@duke.edu,Nikki Jumper Ê,(280) 998-6519,Biophysics
Ettie.Sommer@duke.edu,Ettie Sommer Ê,(280) 847-8350,Brazilian and Global Portuguese Studies
Alaine.Mackey@duke.edu,Alaine Mackey Ê,(280) 583-9050,Canadian Studies**
Linh.Rask@duke.edu,Linh Rask Ê,(280) 384-7962,Chemistry
Phylis.Shanahan@duke.edu,Phylis Shanahan Ê,(280) 784-9059,Civil Engineering*
Waneta.Beall@duke.edu,Waneta Beall Ê,(280) 604-3892,Classical Civilization
Alona.Ardito@duke.edu,Alona Ardito Ê,(279) 254-8264,Classical Languages
